System,Type,Target_cm^-1,Pair_Density,Min_Distance
Fe I (NIST),atomic,1.4321608040201006,0.00013182335914915582,0.0008391959844396002
Fe I (NIST),atomic,1.4572864321608041,0.00013421206021307837,0.024286432156263915
Fe I (NIST),atomic,1.4824120603015076,0.0001367848331567018,0.0004120603051747107
Fe I (NIST),atomic,1.5075376884422111,0.00013921899474056282,0.0004623115594186711
Fe I (NIST),atomic,1.5326633165829147,0.00014101121828419524,0.0013366834167360953
Fe I (NIST),atomic,1.5577889447236182,0.00014162259217964467,0.0002110552736460658
Fe I (NIST),atomic,1.5829145728643217,0.00014065302954876775,0.0029145728625754597
Fe I (NIST),atomic,1.6080402010050252,0.00013797586259795165,0.015959798998409047
Fe I (NIST),atomic,1.6331658291457287,0.00013378551630818117,0.002834170852874296
Fe I (NIST),atomic,1.6582914572864322,0.00012854886505582144,0.00029145728334722953
Fe I (NIST),atomic,1.6834170854271358,0.00012288682373746377,0.0015829145705359426
Fe I (NIST),atomic,1.7085427135678393,0.0001174338905799915,0.02345728642849365
Fe I (NIST),atomic,1.7336683417085428,0.00011272338056492517,0.0016683417122098643
Fe I (NIST),atomic,1.7587939698492463,0.0001091260729136461,0.002206030149356719
Fe I (NIST),atomic,1.7839195979899498,0.00010683961172179462,8.040200970094169e-05
Fe I (NIST),atomic,1.8090452261306533,0.00010590160520839577,0.007954773872082432
Fe I (NIST),atomic,1.8341708542713568,0.00010619591112426293,0.009170854274267226
Fe I (NIST),atomic,1.8592964824120604,0.00010744168369350447,0.005296482412700643
Fe I (NIST),atomic,1.8844221105527639,0.00010918420592511366,0.0044221105553832185
Fe I (NIST),atomic,1.9095477386934674,0.00011082260213205457,0.004547738694631542
Fe I (NIST),atomic,1.934673366834171,0.00011169747176933971,0.0006733668330649589
Fe I (NIST),atomic,1.9597989949748744,0.00011122667908263119,0.006798994973535644
Fe I (NIST),atomic,1.984924623115578,0.00010904287790530457,7.537688500414141e-05
Fe I (NIST),atomic,2.0100502512562817,0.00010507623623416829,0.008050251255874219
Fe I (NIST),atomic,2.035175879396985,9.954863405213964e-05,0.006175879401991047
Fe I (NIST),atomic,2.0603015075376887,9.288782464335246e-05,0.00030150753274105213
Fe I (NIST),atomic,2.085427135678392,8.560588859130131e-05,0.004427135680080241
Fe I (NIST),atomic,2.1105527638190957,7.819526439957666e-05,0.006552763819736018
Fe I (NIST),atomic,2.1356783919597992,7.107529803300182e-05,0.0013216080426454724
Fe I (NIST),atomic,2.1608040201005028,6.458817300736359e-05,0.00419597990037035
Fe I (NIST),atomic,2.1859296482412063,5.9017158357808936e-05,0.0009296482435345865
Fe I (NIST),atomic,2.21105527638191,5.4596286803668695e-05,0.013055276377951675
Fe I (NIST),atomic,2.2361809045226133,5.1497276136057154e-05,0.004180904519004436
Fe I (NIST),atomic,2.261306532663317,4.980265397288798e-05,0.014693467334704113
Fe I (NIST),atomic,2.2864321608040203,4.948742163649935e-05,0.005567839189984269
Fe I (NIST),atomic,2.311557788944724,5.042729001850955e-05,0.008442211054985105
Fe I (NIST),atomic,2.3366834170854274,5.243403668966569e-05,0.004316582914921874
Fe I (NIST),atomic,2.361809045226131,5.530063854797019e-05,0.0021909547752660963
Fe I (NIST),atomic,2.3869346733668344,5.88325926368437e-05,0.01593467336764931
Fe I (NIST),atomic,2.412060301507538,6.285091918121055e-05,0.0020603015040454586
Fe I (NIST),atomic,2.4371859296482414,6.717038596896767e-05,0.01518592964958021
Fe I (NIST),atomic,2.462311557788945,7.157193999846449e-05,0.0006884422071551377
Fe I (NIST),atomic,2.4874371859296485,7.579191940531335e-05,0.0025628140683142675
Fe I (NIST),atomic,2.512562814070352,7.954065109216293e-05,0.01643718592464216
Fe I (NIST),atomic,2.5376884422110555,8.254572422289023e-05,0.0013115577859759142
Fe I (NIST),atomic,2.562814070351759,8.460070087333289e-05,0.002185929650569296
Fe I (NIST),atomic,2.5879396984924625,8.559667150314227e-05,0.0009396984929281871
Fe I (NIST),atomic,2.613065326633166,8.552394214702847e-05,0.01706532663543614
Fe I (NIST),atomic,2.6381909547738696,8.44485602375829e-05,0.005190954772239742
Fe I (NIST),atomic,2.663316582914573,8.248267388878572e-05,0.0006834170824583374
Fe I (NIST),atomic,2.6884422110552766,7.9769376711355e-05,0.002442211053763188
Fe I (NIST),atomic,2.71356783919598,7.648975736242075e-05,0.0005678391926040582
Fe I (NIST),atomic,2.7386934673366836,7.288018884990878e-05,0.009693467337323902
Fe I (NIST),atomic,2.763819095477387,6.923486328032785e-05,0.0001809045254650421
Fe I (NIST),atomic,2.7889447236180906,6.587248123004892e-05,0.0010552763827824663
Fe I (NIST),atomic,2.814070351758794,6.30665219566564e-05,0.008929648245163957
Fe I (NIST),atomic,2.8391959798994977,6.0963942872774295e-05,0.01619597989553956
Fe I (NIST),atomic,2.864321608040201,5.9531358587833854e-05,0.0006783919577615372
Fe I (NIST),atomic,2.8894472361809047,5.856056405458768e-05,0.0004472361780525347
Fe I (NIST),atomic,2.9145728643216082,5.773932428631567e-05,0.01342713567827536
Fe I (NIST),atomic,2.9396984924623117,5.676268951754552e-05,0.00069849246382514
Fe I (NIST),atomic,2.9648241206030153,5.5441407073785514e-05,0.006824120604295825
Fe I (NIST),atomic,2.9899497487437188,5.3766488966602424e-05,0.011050251256484955
Fe I (NIST),atomic,3.0150753768844223,5.190954014991884e-05,0.013924623110571854
Fe I (NIST),atomic,3.040201005025126,5.016490833892737e-05,0.007201005029316754
Fe I (NIST),atomic,3.0653266331658293,4.885923801852394e-05,0.0026733668334721905
Fe I (NIST),atomic,3.090452261306533,4.8260207056622846e-05,0.013547738692826883
Fe I (NIST),atomic,3.1155778894472363,4.851063459029854e-05,0.00642211055579045
Fe I (NIST),atomic,3.14070351758794,4.960247823965724e-05,0.013296482414330235
Fe I (NIST),atomic,3.1658291457286434,5.13925529827269e-05,0.00017085426879548393
Fe I (NIST),atomic,3.190954773869347,5.36506104516093e-05,0.01295477386946331
Fe I (NIST),atomic,3.2160804020100504,5.612202630360807e-05,0.0010804020062669117
Fe I (NIST),atomic,3.241206030150754,5.858375499501665e-05,0.002793969848023714
Fe I (NIST),atomic,3.2663316582914574,6.087580011862738e-05,0.000331658295473769
Fe I (NIST),atomic,3.291457286432161,6.290147016033433e-05,0.0015427135656853608
Fe I (NIST),atomic,3.3165829145728645,6.460420611547574e-05,0.009417085428066851
Fe I (NIST),atomic,3.341708542713568,6.593956007050558e-05,0.012708542715663462
Fe I (NIST),atomic,3.3668341708542715,6.686149324916884e-05,0.0008341708524670643
Fe I (NIST),atomic,3.391959798994975,6.733137763510528e-05,0.0049597989925302954
Fe I (NIST),atomic,3.4170854271356785,6.734183061186517e-05,0.010914572864205052
Fe I (NIST),atomic,3.442211055276382,6.693596750340124e-05,0.00021105527364628784
Fe I (NIST),atomic,3.4673366834170856,6.620408670000223e-05,0.001663316587512842
Fe I (NIST),atomic,3.492462311557789,6.525463690439226e-05,0.023462311553190673
Fe I (NIST),atomic,3.5175879396984926,6.417566267247592e-05,0.004412060305989396
Fe I (NIST),atomic,3.542713567839196,6.301337337131262e-05,0.0027135678383229944
Fe I (NIST),atomic,3.5678391959798996,6.178693424025712e-05,0.003160804016375085
Fe I (NIST),atomic,3.592964824120603,6.05354123442112e-05,0.002964824116819642
Fe I (NIST),atomic,3.6180904522613067,5.936787951020531e-05,0.0030904522633439235
Fe I (NIST),atomic,3.64321608040201,5.8478130740804344e-05,0.0007839195982226599
Fe I (NIST),atomic,3.6683417085427137,5.810031056819716e-05,0.022341708542073402
Fe I (NIST),atomic,3.693467336683417,5.841485347989148e-05,0.013532663311460524
Fe I (NIST),atomic,3.7185929648241207,5.9447052699402576e-05,0.005407035177858344
Fe I (NIST),atomic,3.7437185929648242,6.1013278384791605e-05,0.007281407031741516
Fe I (NIST),atomic,3.7688442211055277,6.275293729645678e-05,0.0038442210988338665
Fe I (NIST),atomic,3.7939698492462313,6.424457839937995e-05,0.0019698492449506944
Fe I (NIST),atomic,3.819095477386935,6.516163530431177e-05,0.001904522616615889
Fe I (NIST),atomic,3.8442211055276383,6.539901282385862e-05,0.005778894470906515
Fe I (NIST),atomic,3.869346733668342,6.51092512790139e-05,0.004653266331454464
Fe I (NIST),atomic,3.8944723618090453,6.462456718538454e-05,0.019527638187986085
Fe I (NIST),atomic,3.919597989949749,6.429271393077405e-05,0.0004020100485049305
Fe I (NIST),atomic,3.9447236180904524,6.429708732675206e-05,0.024723618092198585
Fe I (NIST),atomic,3.969849246231156,6.4544375246291e-05,0.009150753768203845
Fe I (NIST),atomic,3.9949748743718594,6.467809471197922e-05,0.0009748743730817466
Fe I (NIST),atomic,4.020100502512563,6.42224176281719e-05,0.008899497489706754
Fe I (NIST),atomic,4.045226130653266,6.280110121624853e-05,0.0002261306550126463
Fe I (NIST),atomic,4.07035175879397,6.03389086820619e-05,0.0043517587950763215
Fe I (NIST),atomic,4.0954773869346734,5.7156338761262436e-05,0.012477386935954016
Fe I (NIST),atomic,4.120603015075377,5.3912339645073596e-05,0.011603015078637036
Fe I (NIST),atomic,4.1457286432160805,5.141390127885392e-05,0.029271356786829905
Fe I (NIST),atomic,4.170854271356784,5.036630008226586e-05,0.004145728646125946
Fe I (NIST),atomic,4.1959798994974875,5.115892646338241e-05,0.020979899494577126
Fe I (NIST),atomic,4.2211055276381915,5.376157103594189e-05,0.027894472357966826
Fe I (NIST),atomic,4.2462311557788945,5.775661909979328e-05,0.002768844217263755
Fe I (NIST),atomic,4.2713567839195985,6.247799303697893e-05,0.0003567839189582145
Fe I (NIST),atomic,4.296482412060302,6.71923208366533e-05,0.002482412058613548
Fe I (NIST),atomic,4.3216080402010055,7.125498187031871e-05,0.0013919597956766339
Fe I (NIST),atomic,4.346733668341709,7.419990987109547e-05,0.0007336683367027419
Fe I (NIST),atomic,4.371859296482413,7.575996517310576e-05,0.0011407035171799862
Fe I (NIST),atomic,4.396984924623116,7.584337433379798e-05,0.004984924623290254
Fe I (NIST),atomic,4.42211055276382,7.449868780293106e-05,0.0018894472352490865
Fe I (NIST),atomic,4.447236180904523,7.188815017485664e-05,0.00023618090440624684
Fe I (NIST),atomic,4.472361809045227,6.827051104874749e-05,0.010638190954948001
Fe I (NIST),atomic,4.49748743718593,6.398270856650157e-05,0.01448743718575507
Fe I (NIST),atomic,4.522613065326634,5.9410447160839974e-05,0.003386934671387287
Fe I (NIST),atomic,4.547738693467337,5.494579026004562e-05,0.0012613065317319538
Fe I (NIST),atomic,4.572864321608041,5.093762788742532e-05,0.005864321605304923
Fe I (NIST),atomic,4.597989949748744,4.764412610145856e-05,0.00301005025364276
Fe I (NIST),atomic,4.623115577889448,4.519615614184267e-05,0.007884422111774647
Fe I (NIST),atomic,4.648241206030151,4.357993052864212e-05,0.017241206028928424
Fe I (NIST),atomic,4.673366834170855,4.2645929809999356e-05,0.005633165832870546
Fe I (NIST),atomic,4.698492462311558,4.2147484222733655e-05,0.0035075376932152125
Fe I (NIST),atomic,4.723618090452262,4.180461932467182e-05,0.010381909551754553
Fe I (NIST),atomic,4.748743718592965,4.137899765432086e-05,0.004743718594187207
Fe I (NIST),atomic,4.773869346733669,4.073889777362839e-05,0.006869346733843429
Fe I (NIST),atomic,4.798994974874372,3.98937135187917e-05,0.0009949748718689477
Fe I (NIST),atomic,4.824120603015076,3.898649204884029e-05,0.0038793969862629396
Fe I (NIST),atomic,4.849246231155779,3.824733065513719e-05,0.015246231160493728
Fe I (NIST),atomic,4.874371859296483,3.792413137039398e-05,0.006371859294270976
Fe I (NIST),atomic,4.899497487437186,3.8214505318954964e-05,0.019502512564502084
Fe I (NIST),atomic,4.92462311557789,3.922042165800248e-05,0.0036231155757944222
Fe I (NIST),atomic,4.949748743718593,4.093645660738893e-05,0.003251256282745807
Fe I (NIST),atomic,4.974874371859297,4.3267990822068066e-05,0.006874371858540229
Fe I (NIST),atomic,5.0,4.606409597966754e-05,0.0
Fe II (NIST),atomic,0.0,7.551722128973053e-05,0.0010000000038417056
Fe II (NIST),atomic,0.02512562814070352,8.025553864491036e-05,0.002125628139655781
Fe II (NIST),atomic,0.05025125628140704,8.172680772052153e-05,0.0002512562784966546
Fe II (NIST),atomic,0.07537688442211056,8.02134854460543e-05,0.002376884418152439
Fe II (NIST),atomic,0.10050251256281408,7.63924457981784e-05,0.0005025125715452244
Fe II (NIST),atomic,0.1256281407035176,7.111338911747425e-05,0.0006281407035176045
Fe II (NIST),atomic,0.15075376884422112,6.519142381879086e-05,0.004753768836304878
Fe II (NIST),atomic,0.17587939698492464,5.928369938046323e-05,0.004120603022642361
Fe II (NIST),atomic,0.20100502512562815,5.386423361849965e-05,0.004005025125511735
Fe II (NIST),atomic,0.22613065326633167,4.926059533012141e-05,0.005130653261325807
Fe II (NIST),atomic,0.2512562814070352,4.569747883565098e-05,0.010256281397954814
Fe II (NIST),atomic,0.2763819095477387,4.330900150436576e-05,0.002381909542849281
Fe II (NIST),atomic,0.30150753768844224,4.211640538029239e-05,0.013492462313886067
Fe II (NIST),atomic,0.32663316582914576,4.199680081404307e-05,0.008633165829844247
Fe II (NIST),atomic,0.35175879396984927,4.267624365385589e-05,0.0002412060291029916
Fe II (NIST),atomic,0.3768844221105528,4.376656938143033e-05,0.006115577891077029
Fe II (NIST),atomic,0.4020100502512563,4.484144539499092e-05,1.0050249393656063e-05
Fe II (NIST),atomic,0.4271356783919598,4.552718324448532e-05,0.00013567838136602228
Fe II (NIST),atomic,0.45226130653266333,4.5577012774296704e-05,0.008261306544072033
Fe II (NIST),atomic,0.47738693467336685,4.4904829736312646e-05,0.005613065334083733
Fe II (NIST),atomic,0.5025125628140704,4.357078443457922e-05,0.001487437186744489
Fe II (NIST),atomic,0.5276381909547739,4.172891858373085e-05,0.0006381909529112884
Fe II (NIST),atomic,0.5527638190954774,3.955950813547032e-05,0.009236180909877656
Fe II (NIST),atomic,0.577889447236181,3.7211544040161974e-05,0.01588944723082586
Fe II (NIST),atomic,0.6030150753768845,3.477332691288515e-05,0.008015075375720326
Fe II (NIST),atomic,0.628140703517588,3.2275131632579686e-05,0.003140703517587995
Fe II (NIST),atomic,0.6532663316582915,2.971412197140557e-05,0.00026633166713907475
Fe II (NIST),atomic,0.678391959798995,2.7084886582712996e-05,0.020391959803185977
Fe II (NIST),atomic,0.7035175879396985,2.4401761173586047e-05,0.02348241205925372
Fe II (NIST),atomic,0.7286432160804021,2.17082189888832e-05,0.0016432160814497943
Fe II (NIST),atomic,0.7537688442211056,1.9077143127279648e-05,0.0017688442279740757
Fe II (NIST),atomic,0.7788944723618091,1.6608223282911265e-05,0.008105527634814869
Fe II (NIST),atomic,0.8040201005025126,1.4424780770314286e-05,0.004020100499602219
Fe II (NIST),atomic,0.8291457286432161,1.2666639629988227e-05,0.029145728640305735
Fe II (NIST),atomic,0.8542713567839196,1.1473689859710257e-05,0.05427135678100925
Fe II (NIST),atomic,0.8793969849246231,1.0958620922206728e-05,0.07939698492171277
Fe II (NIST),atomic,0.9045226130653267,1.1174495651136298e-05,0.05547738694107618
Fe II (NIST),atomic,0.9296482412060302,1.2088617424866495e-05,0.030351758800372663
Fe II (NIST),atomic,0.9547738693467337,1.3574741050393872e-05,0.005226130659669148
Fe II (NIST),atomic,0.9798994974874372,1.5430311311240817e-05,0.019899497481034367
Fe II (NIST),atomic,1.0050251256281408,1.741626835696314e-05,0.0009748743803574822
Fe II (NIST),atomic,1.0301507537688444,1.930791013085231e-05,0.0038492462308064024
Fe II (NIST),atomic,1.0552763819095479,2.094032722565497e-05,0.0027236180804404153
Fe II (NIST),atomic,1.0804020100502514,2.2233550809755278e-05,0.015597989954754476
Fe II (NIST),atomic,1.105527638190955,2.3190529542236165e-05,0.0054723618134688845
Fe II (NIST),atomic,1.1306532663316584,2.3871965658368822e-05,0.017346733669389325
Fe II (NIST),atomic,1.155778894472362,2.436067758202019e-05,0.0077788944713141905
Fe II (NIST),atomic,1.1809045226130654,2.473033635568351e-05,0.011095477382394359
Fe II (NIST),atomic,1.206030150753769,2.5028588365127142e-05,3.015076273293893e-05
Fe II (NIST),atomic,1.2311557788944725,2.5276109619203688e-05,0.015155778894123229
Fe II (NIST),atomic,1.256281407035176,2.5475998267774612e-05,0.004281407042044494
Fe II (NIST),atomic,1.2814070351758795,2.5625392160064895e-05,0.013592964822374265
Fe II (NIST),atomic,1.306532663316583,2.5723258174129106e-05,0.0045326633205411415
Fe II (NIST),atomic,1.3316582914572865,2.5772467361970254e-05,0.00965829145717012
Fe II (NIST),atomic,1.35678391959799,2.577784150644422e-05,0.0022160803987503197
Fe II (NIST),atomic,1.3819095477386936,2.5743419250784328e-05,0.01190954774335018
Fe II (NIST),atomic,1.407035175879397,2.5671679513990834e-05,0.0010351758767195296
Fe II (NIST),atomic,1.4321608040201006,2.556555057488681e-05,0.01883919596627881
Fe II (NIST),atomic,1.4572864321608041,2.543183046303308e-05,0.00028643216592638687
Fe II (NIST),atomic,1.4824120603015076,2.5283572812011506e-05,0.0005879397059429525
Fe II (NIST),atomic,1.5075376884422111,2.51401176997975e-05,0.01853768844081416
Fe II (NIST),atomic,1.5326633165829147,2.5026297814765105e-05,0.006336683421392708
Fe II (NIST),atomic,1.5577889447236182,2.497456657450953e-05,0.018788944719310807
Fe II (NIST),atomic,1.5829145728643217,2.503270433593172e-05,0.011085427133000758
Fe II (NIST),atomic,1.6080402010050252,2.52750023835853e-05,0.0020402010052580355
Fe II (NIST),atomic,1.6331658291457287,2.580948982053407e-05,0.010165829153412131
Fe II (NIST),atomic,1.6582914572864322,2.6772357817234373e-05,0.004708542714033426
Fe II (NIST),atomic,1.6834170854271358,2.8305298760226137e-05,0.015582914580664076
Fe II (NIST),atomic,1.7085427135678393,3.0519436142569885e-05,0.00954271356003944
Fe II (NIST),atomic,1.7336683417085428,3.3455548297852885e-05,0.00933165829366911
Fe II (NIST),atomic,1.7587939698492463,3.705086331134472e-05,0.00479396984843139
Fe II (NIST),atomic,1.7839195979899498,4.1119153598255314e-05,8.040200970094169e-05
Fe II (NIST),atomic,1.8090452261306533,4.534782869533542e-05,0.012045226124716146
Fe II (NIST),atomic,1.8341708542713568,4.931621948612474e-05,0.011170854267398722
Fe II (NIST),atomic,1.8592964824120604,5.254098913189321e-05,0.0012964824046097778
Fe II (NIST),atomic,1.8844221105527639,5.4551654534782026e-05,0.004577889442812344
Fe II (NIST),atomic,1.9095477386934674,5.4988033147608386e-05,0.004547738694631542
Fe II (NIST),atomic,1.934673366834171,5.3696058155142766e-05,0.0013266331673424947
Fe II (NIST),atomic,1.9597989949748744,5.0789190494025466e-05,0.00479899497312819
Fe II (NIST),atomic,1.984924623115578,4.6648713539382275e-05,0.008075376879357998
Fe II (NIST),atomic,2.0100502512562817,4.185736616072594e-05,0.010050251256281673
Fe II (NIST),atomic,2.035175879396985,3.708624442535021e-05,0.014824120605925195
Fe II (NIST),atomic,2.0603015075376887,3.2970332754500946e-05,0.0003015075254650945
Fe II (NIST),atomic,2.085427135678392,3.0005721931127168e-05,0.019427135686774122
Fe II (NIST),atomic,2.1105527638190957,2.84856709235354e-05,0.007447236183116157
Fe II (NIST),atomic,2.1356783919597992,2.8475312151839195e-05,0.004321608039618674
Fe II (NIST),atomic,2.1608040201005028,2.9816670854421223e-05,0.0018040201008520107
Fe II (NIST),atomic,2.1859296482412063,3.215847808549327e-05,0.026929648241555526
Fe II (NIST),atomic,2.21105527638191,3.5011679288033227e-05,0.02394472361867228
Fe II (NIST),atomic,2.2361809045226133,3.78320404120284e-05,0.0011809045220312342
Fe II (NIST),atomic,2.261306532663317,4.012209821949647e-05,0.002306532657845306
Fe II (NIST),atomic,2.2864321608040203,4.153104658944573e-05,0.003432160808211293
Fe II (NIST),atomic,2.311557788944724,4.1923160318293077e-05,0.006557788937156861
Fe II (NIST),atomic,2.3366834170854274,4.1390586576763434e-05,0.009683417080654344
Fe II (NIST),atomic,2.361809045226131,4.02041623305641e-05,0.003809045218680307
Fe II (NIST),atomic,2.3869346733668344,3.871796240802194e-05,0.002065326628741815
Fe II (NIST),atomic,2.412060301507538,3.725904083739689e-05,0.00406030151172887
Fe II (NIST),atomic,2.4371859296482414,3.603701027057936e-05,0.0008140703464034615
Fe II (NIST),atomic,2.462311557788945,3.509922149737966e-05,0.001688442218272801
Fe II (NIST),atomic,2.4874371859296485,3.4341526532641206e-05,0.023437185922430714
Fe II (NIST),atomic,2.512562814070352,3.356772002384045e-05,0.017437185928483867
Fe II (NIST),atomic,2.5376884422110555,3.257679664402122e-05,0.001688442218273245
Fe II (NIST),atomic,2.562814070351759,3.124881186254533e-05,0.0011859296467275904
Fe II (NIST),atomic,2.5879396984924625,2.9599839053010728e-05,0.007060301508701627
Fe II (NIST),atomic,2.613065326633166,2.7785973442129248e-05,0.018065326632001888
Fe II (NIST),atomic,2.6381909547738696,2.6054233817627686e-05,0.010809045231019887
Fe II (NIST),atomic,2.663316582914573,2.465872185259191e-05,0.014316582909683628
Fe II (NIST),atomic,2.6884422110552766,2.3774753211026427e-05,0.01055778895252324
Fe II (NIST),atomic,2.71356783919598,2.344464569901797e-05,0.014567839188180276
Fe II (NIST),atomic,2.7386934673366836,2.3575197847491615e-05,0.019306532664946197
Fe II (NIST),atomic,2.763819095477387,2.3984666299863387e-05,0.005819095475757319
Fe II (NIST),atomic,2.7889447236180906,2.4476704482965332e-05,0.0020552763793482143
Fe II (NIST),atomic,2.814070351758794,2.4909664784860398e-05,0.001929648247375848
Fe II (NIST),atomic,2.8391959798994977,2.523533359773606e-05,0.0028040201046932722
Fe II (NIST),atomic,2.864321608040201,2.549741268282787e-05,0.022321608036010243
Fe II (NIST),atomic,2.8894472361809047,2.579776757703166e-05,0.028552763824217564
Fe II (NIST),atomic,2.9145728643216082,2.624895434898778e-05,0.0034271356835140487
Fe II (NIST),atomic,2.9396984924623117,2.6931426086932684e-05,0.006698492457771543
Fe II (NIST),atomic,2.9648241206030153,2.7866229755421923e-05,0.00882412059742732
Fe II (NIST),atomic,2.9899497487437188,2.900544307322293e-05,0.0010502512508097084
Fe II (NIST),atomic,3.0150753768844223,3.0237999375684945e-05,0.0030753768965294803
Fe II (NIST),atomic,3.040201005025126,3.140820542455347e-05,0.006201005025475048
Fe II (NIST),atomic,3.0653266331658293,3.234482947229021e-05,0.006673366834287098
Fe II (NIST),atomic,3.090452261306533,3.2896946288464896e-05,0.01154773869241943
Fe II (NIST),atomic,3.1155778894472363,3.2968949474514636e-05,0.0074221105450802405
