System,Type,Gamma_cm^-1,Pair_Density_Full,Subsample_Success,Subsample_Mean,Continuous_Baseline_Uniform_Density,Continuous_Baseline_GapShuffle_Density
SiV (Doherty+),defect,0.005179474679231213,0.0,0.0,0.0,9.093386515222605e-07,0.0
SiV (Doherty+),defect,0.0062505519252739694,0.0,0.0,0.0,1.0625587352186579e-06,0.0
SiV (Doherty+),defect,0.007543120063354615,0.0,0.0,0.0,1.293928590869355e-06,0.0
SiV (Doherty+),defect,0.009102981779915217,0.0,0.0,0.0,1.5609360064521393e-06,0.0
SiV (Doherty+),defect,0.010985411419875584,0.0,0.0,0.0,1.932729660698694e-06,0.0
SiV (Doherty+),defect,0.013257113655901081,0.0,0.0,0.0,2.4128411469196647e-06,0.0
SiV (Doherty+),defect,0.015998587196060572,0.0,0.0,0.0,3.2259194161054713e-06,0.0
SiV (Doherty+),defect,0.019306977288832496,0.0,0.0,0.0,3.3321664270480665e-06,0.0
SiV (Doherty+),defect,0.023299518105153717,0.0,0.0,0.0,4.107578711212195e-06,0.0
SiV (Doherty+),defect,0.02811768697974228,0.0,0.0,0.0,4.867804297045464e-06,0.0
SiV (Doherty+),defect,0.033932217718953266,0.0,0.0,0.0,6.2829285821080206e-06,0.0
SiV (Doherty+),defect,0.040949150623804234,0.0,0.0,0.0,7.315848344767376e-06,0.0
SiV (Doherty+),defect,0.04941713361323833,0.0,0.0,0.0,8.277738580356548e-06,0.0
SiV (Doherty+),defect,0.05963623316594643,0.0,0.0,0.0,9.784340172851627e-06,0.0
SiV (Doherty+),defect,0.07196856730011514,0.0,0.0,0.0,1.1921194349860547e-05,0.0
SiV (Doherty+),defect,0.08685113737513521,0.0,0.0,0.0,1.3007572595447937e-05,0.0
SiV (Doherty+),defect,0.10481131341546852,0.0,0.0,0.0,1.4979501897766123e-05,0.0
SiV (Doherty+),defect,0.12648552168552957,0.0,0.0,0.0,1.751580867826184e-05,0.0
SiV (Doherty+),defect,0.15264179671752318,0.0,0.0,0.0,1.9211392230503146e-05,0.0
SiV (Doherty+),defect,0.18420699693267145,0.0,0.0,0.0,2.2898391724814763e-05,0.0
SiV (Doherty+),defect,0.22229964825261933,1.6467126899170283e-282,0.0,0.0,2.6500578505832967e-05,1.6467126897352857e-282
SiV (Doherty+),defect,0.2682695795279725,4.738754104840587e-195,0.0,0.0,2.9877982315316155e-05,4.7387541044316826e-195
SiV (Doherty+),defect,0.32374575428176433,5.361902773413749e-135,0.0,0.0,3.550422768549128e-05,5.361902773263709e-135
SiV (Doherty+),defect,0.3906939937054613,9.227676732634484e-94,0.0,0.0,4.211737735940413e-05,9.227676732373957e-94
SiV (Doherty+),defect,0.47148663634573895,1.9036580167545434e-65,0.0,0.0,4.8944519999462385e-05,1.903658016699437e-65
SiV (Doherty+),defect,0.5689866029018293,5.268724140542266e-46,0.0,0.0,5.760080123597711e-05,5.268724140488681e-46
SiV (Doherty+),defect,0.6866488450042998,1.179267686266047e-32,0.0,0.0,6.886612289894212e-05,1.179267686256469e-32
SiV (Doherty+),defect,0.8286427728546842,1.731053999214477e-23,0.0,0.0,7.888884350486172e-05,1.731053999197317e-23
SiV (Doherty+),defect,1.0,3.408893055638551e-17,0.0,0.0,9.620236569053788e-05,3.408893055618944e-17
GeV (Doherty+),defect,0.0001,0.0,0.0,0.0,1.575265890337207e-08,0.0
GeV (Doherty+),defect,0.00012067926406393288,0.0,0.0,0.0,2.825101029117189e-09,0.0
GeV (Doherty+),defect,0.00014563484775012445,0.0,0.0,0.0,3.768172987202333e-08,0.0
GeV (Doherty+),defect,0.00017575106248547912,0.0,0.0,0.0,4.735108226897256e-08,0.0
GeV (Doherty+),defect,0.00021209508879201905,0.0,0.0,0.0,5.292626156079843e-09,0.0
GeV (Doherty+),defect,0.0002559547922699536,0.0,0.0,0.0,1.1064557544553336e-08,0.0
GeV (Doherty+),defect,0.00030888435964774815,0.0,0.0,0.0,4.483910484612041e-08,0.0
GeV (Doherty+),defect,0.0003727593720314938,0.0,0.0,0.0,8.190469860062785e-08,0.0
GeV (Doherty+),defect,0.0004498432668969444,0.0,0.0,0.0,8.066294437459e-08,0.0
GeV (Doherty+),defect,0.0005428675439323859,0.0,0.0,0.0,8.481002505604648e-08,0.0
GeV (Doherty+),defect,0.0006551285568595509,0.0,0.0,0.0,9.359002315125717e-08,0.0
GeV (Doherty+),defect,0.0007906043210907702,0.0,0.0,0.0,1.2143052417625495e-07,0.0
GeV (Doherty+),defect,0.0009540954763499944,0.0,0.0,0.0,2.0101480067444225e-07,0.0
GeV (Doherty+),defect,0.0011513953993264468,0.0,0.0,0.0,2.245307044813495e-07,0.0
GeV (Doherty+),defect,0.0013894954943731374,0.0,0.0,0.0,2.4905998276144474e-07,0.0
GeV (Doherty+),defect,0.0016768329368110067,0.0,0.0,0.0,2.6334883319371277e-07,0.0
GeV (Doherty+),defect,0.0020235896477251557,0.0,0.0,0.0,3.083365372046889e-07,0.0
GeV (Doherty+),defect,0.0024420530945486497,0.0,0.0,0.0,4.411795101237874e-07,0.0
GeV (Doherty+),defect,0.0029470517025518097,0.0,0.0,0.0,5.232793247267068e-07,0.0
GeV (Doherty+),defect,0.0035564803062231283,0.0,0.0,0.0,6.157193569186438e-07,0.0
GeV (Doherty+),defect,0.004291934260128779,0.0,0.0,0.0,8.374819128545014e-07,0.0
GeV (Doherty+),defect,0.005179474679231213,0.0,0.0,0.0,9.129266946157403e-07,0.0
GeV (Doherty+),defect,0.0062505519252739694,0.0,0.0,0.0,1.1053616431815561e-06,0.0
GeV (Doherty+),defect,0.007543120063354615,0.0,0.0,0.0,1.4763872749133e-06,0.0
GeV (Doherty+),defect,0.009102981779915217,0.0,0.0,0.0,1.6890295406300765e-06,0.0
GeV (Doherty+),defect,0.010985411419875584,0.0,0.0,0.0,1.988737986378146e-06,0.0
GeV (Doherty+),defect,0.013257113655901081,0.0,0.0,0.0,2.3612721561508095e-06,0.0
GeV (Doherty+),defect,0.015998587196060572,0.0,0.0,0.0,2.8185101011449454e-06,0.0
GeV (Doherty+),defect,0.019306977288832496,0.0,0.0,0.0,3.5308614821023717e-06,0.0
GeV (Doherty+),defect,0.023299518105153717,0.0,0.0,0.0,4.160162149989033e-06,0.0
GeV (Doherty+),defect,0.02811768697974228,0.0,0.0,0.0,4.737904420504107e-06,0.0
GeV (Doherty+),defect,0.033932217718953266,0.0,0.0,0.0,6.225608305607949e-06,0.0
GeV (Doherty+),defect,0.040949150623804234,0.0,0.0,0.0,7.393294153250273e-06,0.0
GeV (Doherty+),defect,0.04941713361323833,0.0,0.0,0.0,9.194259268165829e-06,0.0
GeV (Doherty+),defect,0.05963623316594643,0.0,0.0,0.0,9.9487462832239e-06,0.0
GeV (Doherty+),defect,0.07196856730011514,0.0,0.0,0.0,1.145654665619602e-05,0.0
GeV (Doherty+),defect,0.08685113737513521,0.0,0.0,0.0,1.3514651480425953e-05,0.0
GeV (Doherty+),defect,0.10481131341546852,0.0,0.0,0.0,1.56286157052538e-05,0.0
GeV (Doherty+),defect,0.12648552168552957,0.0,0.0,0.0,1.723573062252251e-05,0.0
GeV (Doherty+),defect,0.15264179671752318,0.0,0.0,0.0,2.0094091407221816e-05,0.0
GeV (Doherty+),defect,0.18420699693267145,0.0,0.0,0.0,2.3277653620864922e-05,0.0
GeV (Doherty+),defect,0.22229964825261933,3.1453875723566673e-282,0.0,0.0,2.6626203082243156e-05,3.1453875719489372e-282
GeV (Doherty+),defect,0.2682695795279725,9.051499002276312e-195,0.0,0.0,3.142861511521002e-05,9.051499001726507e-195
GeV (Doherty+),defect,0.32374575428176433,1.0241775903561009e-134,0.0,0.0,3.52459171012754e-05,1.0241775902994243e-134
GeV (Doherty+),defect,0.3906939937054613,1.7625794647890714e-93,0.0,0.0,4.172739345194261e-05,1.7625794647227416e-93
GeV (Doherty+),defect,0.47148663634573895,3.636179100689739e-65,0.0,0.0,4.9092355520467514e-05,3.636179100634124e-65
GeV (Doherty+),defect,0.5689866029018293,1.006379530279336e-45,0.0,0.0,5.673436162754484e-05,1.0063795302637456e-45
GeV (Doherty+),defect,0.6866488450042998,2.2525203987162574e-32,0.0,0.0,6.732235535703761e-05,2.2525203986827505e-32
GeV (Doherty+),defect,0.8286427728546842,3.306487992438966e-23,0.0,0.0,8.033869410859558e-05,3.3064879924204225e-23
GeV (Doherty+),defect,1.0,6.511330068901515e-17,0.0,0.0,9.57235128247199e-05,6.511330068869147e-17
